n,hi_0,hi_1,hi_2,hi_3,hi_4,hi_5,faint_0,faint_1,faint_2,faint_3,faint_4,faint_5,faint_6,faint_7,faint_8,faint_9,faint_10,faint_11,faint_12,faint_13,faint_14,faint_15,faint_16,faint_17,faint_18,faint_19,faint_20,faint_21,faint_22,faint_23,faint_24,faint_25,faint_26,faint_27,faint_28,faint_29,faint_30,faint_31,faint_32,faint_33,faint_34,faint_35,faint_36,faint_37,faint_38,faint_39,faint_40,faint_41,faint_42,faint_43,faint_44,faint_45,faint_46,faint_47,faint_48,faint_49,faint_50,faint_51,faint_52,faint_53,faint_54,faint_55,faint_56,faint_57,faint_58,faint_59
11,0.4421380172093668,0.548346289294879,0.5348417374370125,0.4065818839302863,0.44090951603463024,0.4382564710336197,0.599388369716342,0.31871605775865675,0.40949121813435857,0.5081314598427036,0.530510667193118,0.5747962140399967,0.5557073349856431,0.4492538789449036,0.4842898470569784,0.499421122492566,0.5206263071417503,0.5166431004812132,0.5430139142635148,0.47098692648514023,0.39475528945435207,0.40521858720885384,0.4866904957017492,0.4540628422730642,0.5091588928194578,0.6355668419209054,0.40853537917139066,0.4345735103215364,0.4710121354091514,0.4650774443438728,0.4202728390704947,0.39268518566344085,0.49014059974829477,0.4328346736622281,0.5336785581898443,0.40216059622689465,0.48694917539936994,0.6148609996470799,0.542344959669711,0.6251161860056459,0.36884819282226433,0.38638460029075783,0.3663408547945503,0.4154040654377805,0.5825081888816107,0.4234413776891015,0.5575246252971487,0.5484701458958186,0.535707482083502,0.42901528028844554,0.628744330032199,0.4969051761269227,0.465179725830043,0.5545444495597228,0.47755209661530434,0.5856824946592147,0.4515188733028575,0.47547157207665836,0.420297156575543,0.5328448874889538,0.3978655180373739,0.45267905295916394,0.7130999817029543,0.5852864539390393,0.5852105581488375,0.4755167136210449
12,0.48849320785842093,0.510113106889991,0.5722597239940542,0.38085109339210793,0.4226346172877828,0.46286281473737767,0.5897087112191775,0.3180894187209854,0.43186276040722554,0.5480082983205885,0.5664105296192571,0.5592360396761883,0.5147589359097285,0.4881373441792029,0.49932700533682767,0.514153032505155,0.49103805383352744,0.47613678216566774,0.5415376262774062,0.4683520970255959,0.37086249150835826,0.38640917820644544,0.5139804583412892,0.4563966591244358,0.48616416195625695,0.6316655666571932,0.4162092533788475,0.45261594665008736,0.4348687226774624,0.4542386129558615,0.44837840134552603,0.43360901837925625,0.4510075632055019,0.443758756108586,0.512791104832025,0.41260387527168724,0.4652307971724409,0.6456354063501002,0.558564568013569,0.6361456292373683,0.390627571376488,0.3680701528733492,0.3401924737940764,0.39217414768453324,0.5829374700135305,0.4544502085278738,0.5479309336497813,0.5419513483500141,0.5343856008371187,0.43572050198718065,0.6398202716672343,0.481667905606038,0.47853863658986046,0.590748574790223,0.48339033565289863,0.5601941189626521,0.46977806867367256,0.4559552536870774,0.39355266561347674,0.5560497331436731,0.38055255446606434,0.4682935406267031,0.7182156620483635,0.6028083167902228,0.585780399930981,0.5172827012945195
13,0.4536141243683219,0.4974410148211183,0.6048307173494624,0.4258208947225484,0.4042339873256901,0.43964740289707493,0.6180557878055046,0.35576228826799555,0.40179683714664294,0.5600672752878104,0.5869674239730662,0.537712988739598,0.5486347100103598,0.5263044334309105,0.53441049839976,0.5042270799481733,0.4862225602601864,0.43953492103010167,0.504151436513647,0.4343746027496603,0.36100875358363954,0.37709512257477307,0.5457105269214384,0.42952510284193873,0.5045478627994436,0.6090585360107524,0.40648414754498086,0.4348172624597893,0.43716631154750296,0.4382676723025366,0.4453670179371029,0.4205332441650365,0.44357573655759724,0.45390210751550725,0.5142730318508806,0.39060619646410977,0.48698255213208613,0.6624145000356187,0.5363743433951874,0.6443168140760717,0.3667149785078042,0.36501249906126876,0.3883233018990658,0.4305769416461746,0.5484288968894195,0.4282637818099658,0.5302755231783854,0.558569814380851,0.4955639263200646,0.4157730957335465,0.6374342229802065,0.49505363036330263,0.5043206322513435,0.5659638239025141,0.48746930519302556,0.5471990251009057,0.5062946330822923,0.48312511561331656,0.397097970581419,0.577328403836584,0.35428225718018874,0.4725746856842067,0.6811152569060275,0.5582221520667825,0.6068179688102812,0.4863345928535777
14,0.47437041415280834,0.4858289269628488,0.5760866612965376,0.4076875172011385,0.3903596517411132,0.4170557351927683,0.613859137919077,0.3417389280015511,0.4143272841185861,0.5834806478110762,0.553045902145892,0.5251907121123423,0.5633703793749046,0.4955041921623571,0.5313533448458782,0.5205699654475208,0.4897365682447923,0.45826174457609004,0.5360924078447172,0.4744535075490283,0.3812778994347257,0.3953482748047935,0.5230412951769507,0.4073919440516046,0.5012686698948406,0.6145270462210991,0.3922009398886956,0.43255230901419467,0.457372315339588,0.4444167376044728,0.45023965969368934,0.45546836502612237,0.4323557338181496,0.4600827661674911,0.5262068458630835,0.4069893320401197,0.4983042455412196,0.6160148661541898,0.5485281549208009,0.6406691041959975,0.39923289940693113,0.3562943465566228,0.40194403172867055,0.45435160654446644,0.5207763600261405,0.39980647759337745,0.5376400561483456,0.5272631399825276,0.46726692967464173,0.45369102732131933,0.6261291738115553,0.4739187936978228,0.5193743136756431,0.5661032840625596,0.5018982757491272,0.5202961952672308,0.5212281113810725,0.45760127170649545,0.39870242501463576,0.5395658683384223,0.35629153832158333,0.4940505560428193,0.69696211031083,0.5441779014306898,0.6002645164085006,0.5069782210741596
15,0.5071124265145064,0.5136747753823426,0.5404744315809572,0.39408530660819086,0.40373067664406376,0.45582730819778633,0.6114175875357614,0.3459516637358291,0.41142635471468425,0.5804658564658506,0.5579177081133635,0.49220233771669747,0.5562372180730626,0.49569168827536275,0.4965093005933656,0.5449351396683362,0.4802472649861528,0.4465103214233838,0.5621547095145571,0.4854421083303626,0.3583069486749535,0.3995098557168268,0.49649703601711775,0.40525561486729866,0.49753146748359156,0.6234450374345484,0.42614430953614313,0.4100843996839559,0.4344417949744141,0.4341704839152363,0.4664217028422906,0.44585152240859055,0.4620739063685536,0.4894010723951745,0.5151470595486095,0.41862422585743403,0.4778837741824201,0.6034174541903895,0.578005774889047,0.6221146414319048,0.39563725828728774,0.3967587676487103,0.4093661700626505,0.4797138660106433,0.5336238552113488,0.38782720794431247,0.5065249259113007,0.5285831712849357,0.5002935663798208,0.48712193517428654,0.6254424364430603,0.49155520322014284,0.4968080367337827,0.5486712275368212,0.5276237570468215,0.49166021088622913,0.5514509961687802,0.4488828164353892,0.4297915048813505,0.5549898580495941,0.38065687723057684,0.4857642187068851,0.6841766316511575,0.5556353418706492,0.6054151506784212,0.5266699953824484
16,0.5069735221312882,0.49162868733995857,0.5538037523400343,0.37252864542955244,0.41884187291295477,0.4723746910260965,0.5803354139296386,0.3580685845004859,0.4120028105121388,0.5545461522099181,0.5289751863503821,0.4814793558116469,0.5777265136280114,0.5061729576832195,0.49295537607355194,0.515301017618629,0.4609557367839454,0.46669267760707367,0.5580580222284491,0.4873466379793052,0.38812941803694295,0.38969397296274944,0.47794117394203284,0.40186475736564264,0.4935234683521053,0.621867806434709,0.43343564912799765,0.4284725728042187,0.41909838142443534,0.42488206347177343,0.49472839424503334,0.4293386130632797,0.47695395975562,0.490671505518371,0.49765692819210594,0.43249836585274654,0.48305226531215373,0.6005175268252214,0.5727661942738191,0.5894989087270346,0.3890440807725148,0.4127170736003586,0.4017325134168701,0.5055512279586787,0.5396669061332716,0.41629011030570695,0.4985969573771053,0.523850699617795,0.4934327612028288,0.46645324443304426,0.5870273402398909,0.491649315285172,0.5262034723009431,0.5166927696283385,0.5529988678025576,0.47169497446077313,0.5217117634798244,0.4276157005968569,0.46465181119203847,0.5621691878183764,0.3775315737763817,0.47836544256558533,0.6450058087932907,0.5302064877161151,0.6242136825308666,0.5068952766984454
17,0.4874754927021745,0.47554910980447523,0.5361368744761625,0.40754279562842405,0.4458366154113973,0.46087723315203855,0.5879861400138956,0.3899673540413965,0.4340169364137722,0.5721351377518429,0.5313340365607733,0.5051790374437464,0.5717175425610816,0.5287519847757435,0.4773046034212547,0.5077402450374195,0.47008282650541267,0.4885274591419647,0.548692671810568,0.4942375958339915,0.37077914839816933,0.40781240476705244,0.47680841492769105,0.43640592777513953,0.5228509006164185,0.5911160493365717,0.4594770544810648,0.4256779550374612,0.40769472863341927,0.45428311847692937,0.5152470230364808,0.45591104724266235,0.49016385888150055,0.49304578360614393,0.47162017062403977,0.40932604372963516,0.45522591760656306,0.5981862773113752,0.5847726167109293,0.6077753332624384,0.40522754968652386,0.4037562497716936,0.38668068211443785,0.48491705556480785,0.5092783121897682,0.41433825738778857,0.4748234022176515,0.49509721491371345,0.4905156033327766,0.494673791409935,0.5586783925680874,0.5198208193642984,0.5507421670487699,0.5045359128341709,0.5611447731306479,0.46264786310151695,0.5184761554950517,0.4364556715977326,0.44009186116274374,0.5762263802137689,0.3860898419309931,0.48235070644870215,0.6346541564371218,0.538212111841951,0.6377749725942866,0.5193037737449929
18,0.5014883156766827,0.4611273600927239,0.5175810734889065,0.40756163768578557,0.43099924099848286,0.4703180595228247,0.5593750270590734,0.40671387170758977,0.4428118793796759,0.590349470539574,0.5406238086875812,0.5178241656981424,0.5725349967333621,0.5180345251043325,0.49243006653693094,0.4823272103914687,0.4779370136773339,0.47388185023870594,0.557067926255544,0.5075684007339119,0.40494648252366167,0.4325277582362399,0.46491271588902056,0.4291941381173615,0.5059488616982152,0.5841107841818337,0.43622983720225805,0.42942622987901335,0.3865714830865472,0.4609637989553683,0.49953752465901363,0.43788829345143043,0.4670958234257507,0.5115099752692933,0.4586959628692127,0.4070976770498809,0.4323290239878506,0.5657632012066878,0.5792914364118178,0.5836815403056956,0.38767608139534043,0.4340959614950512,0.3755684480634148,0.5082385784606399,0.48099233433293076,0.4309111521746795,0.4874861737315899,0.4998235389340801,0.5128545196303285,0.5197941084323321,0.5684148875849396,0.5385293997930803,0.570079415449273,0.4948508511847196,0.5815516000411269,0.4916367689898662,0.5452140314733405,0.4541504936999225,0.4436334715416106,0.5816568879870094,0.3816452189616377,0.5089526057733402,0.6079610397023988,0.5590362260813967,0.6044456644591373,0.5062964068113702
19,0.503423147567919,0.4744431491391894,0.4945639567595162,0.4351987622519758,0.4227572461342359,0.496845484387714,0.5322602749055119,0.4227295715673162,0.4541721295693531,0.5874434429764328,0.545390099563707,0.5062051660685493,0.5575614496293104,0.4992324492139878,0.4824048742766499,0.4938720931164388,0.49680087457513583,0.47106949872797993,0.5292828931648109,0.5112851642827306,0.42688692243943993,0.4389205837650768,0.47122488774307386,0.4108037376587699,0.5272416554429991,0.5952385925585242,0.4164220829402379,0.42924066424513624,0.367439962580199,0.4830033719730551,0.4971165253901704,0.4263573209715927,0.48860731570363775,0.5219533955043304,0.43530891523409937,0.4027369877016156,0.43201648947521687,0.5653157333122995,0.5686536908438435,0.559109965797977,0.37098039616342154,0.43734417887236926,0.36864436807375983,0.5073098401309062,0.5077878744969903,0.4406437208484738,0.4757903891613554,0.5245685204343231,0.5114790662959906,0.5422812822645259,0.5613393826482698,0.5298648606512715,0.5899745497841913,0.47447267589968717,0.5613317927724614,0.49887322067176676,0.5486760197376312,0.4506146148461341,0.4701037272485495,0.574501027917291,0.3902395532268868,0.5138376857111933,0.5821935650982205,0.5433562466363006,0.5906625842529523,0.5118067823466488
20,0.48126088056985894,0.47207189947026373,0.5173555526379516,0.4439663433058458,0.42020984582838405,0.5191330090328456,0.5502815060323749,0.44131139167255995,0.43368267108823016,0.5920506262565728,0.5558614729815782,0.5070799351967243,0.5793270347811472,0.4908537919125827,0.47667436886697284,0.5158350743738426,0.5167391287212691,0.4909450930600051,0.5122766157714558,0.5245827499527507,0.4434559898606656,0.4255221187029406,0.4584443028135149,0.4170141671992124,0.514354661002465,0.5725017451704437,0.4273168671484985,0.42419993713360143,0.3705821589802151,0.4723287935007917,0.5219756807615789,0.4541106044498625,0.4767882640044799,0.5416050933777049,0.44160387136338564,0.4025839103066019,0.42618614810367134,0.5455448210941145,0.5719659235328034,0.5792610636801105,0.38343685599975724,0.4639048149896815,0.3896456856873419,0.5192359189288943,0.48709923598968496,0.4348937795138915,0.46904860603644405,0.5010405034409987,0.5200521200195201,0.5301288522424976,0.542326524628266,0.52119271331752,0.5706610109576424,0.4855516379204056,0.5768343062231358,0.5089383468510109,0.5618374894425524,0.4480540410083617,0.46164765186460616,0.5618579856111251,0.38352496069216613,0.5328433405889799,0.5671890393540214,0.5527006590558317,0.5653106529319054,0.519329251843917
21,0.5025052078514654,0.4775619597426027,0.5286275689162271,0.4601701582401301,0.4361912673853513,0.5354627063222503,0.5615033961381254,0.4352714461986386,0.4140312607495878,0.591522629911076,0.5552508270294616,0.4973067217149012,0.5730705275693738,0.513724120300732,0.46369988162204445,0.5344943598331374,0.5345155457189305,0.4951148528684989,0.5352574769199995,0.49974277059940825,0.4399809131342237,0.41765598317231867,0.4483717651551512,0.4426916959478118,0.5036878425079518,0.5590681995556399,0.44562522192710724,0.4128165287654064,0.392836612159648,0.4841346643613604,0.5207731796548871,0.4650774272464937,0.4820925637383836,0.560571536478211,0.42226864383198515,0.39251917505684425,0.43789893318192796,0.5501007917747759,0.5529391827210096,0.5551961177383987,0.39554498602557964,0.4854443542459999,0.41330914515418987,0.5280557821216828,0.49125294655804425,0.42043325580545354,0.45895389327700253,0.4778445059483064,0.5228292140112961,0.5276711880489433,0.5358501212987145,0.5024259895480994,0.560010012944865,0.46471747141345204,0.584766430524674,0.5060307508268614,0.556634577437078,0.46375974469544606,0.4853557782297821,0.5657530014422412,0.3685149170478451,0.5410630347499816,0.5568776322855283,0.5585447874682253,0.5603089864195098,0.49599689395091257
22,0.5083601796959244,0.4573665150279073,0.5454820261072292,0.4553032358185744,0.44511076334188027,0.5506409706508141,0.5512307978762163,0.4565625890053057,0.3956888155661623,0.5812892311327119,0.5593770883198217,0.4791232049256198,0.5508730028937529,0.5000445815509921,0.45711803323908884,0.5222590419011712,0.5247344589838362,0.48001177857531124,0.550711237009883,0.5050819252349696,0.44450594963616813,0.42384370244620545,0.470872101394802,0.4261744631433506,0.5151919128577052,0.5614288192340328,0.4554103754677982,0.42302383494480345,0.39747126389031495,0.5064831467703482,0.5135624057747538,0.4770412318699865,0.4951542086629683,0.5354013291505347,0.4256671373349979,0.3927470294309839,0.43036460303499935,0.5458620881898534,0.5496485519121062,0.5693890542286293,0.3932428827522659,0.5080048779731143,0.41994382783516476,0.5248305839735272,0.48279759645223,0.42770161951698143,0.46134947698993756,0.47746703798732215,0.5291978016960873,0.5426497095397381,0.5378176626889017,0.5193473604899915,0.5556538567418721,0.4813128269330566,0.5807701531503802,0.5007329850205093,0.5502376605225617,0.4676812448601362,0.47434232695419143,0.5619377686941301,0.39575715666441785,0.5172031402746651,0.5486247202069876,0.5723029753521288,0.5726185429162741,0.4869477881468638
